TypeCode,FreqCode,RefPeriodId,RefYear,RefMonth,Period,ReporterCode,ReporterISO,ReporterDesc,FlowCode,FlowDesc,PartnerCode,PartnerISO,PartnerDesc,Partner2Code,Partner2ISO,Partner2Desc,ClassificationCode,ClassificationSearchCode,IsOriginalClassification,CmdCode,CmdDesc,AggrLevel,IsLeaf,CustomsCode,CustomsDesc,MosCode,MotCode,MotDesc,QtyUnitCode,QtyUnitAbbr,Qty,IsQtyEstimated,AltQtyUnitCode,AltQtyUnitAbbr,AltQty,IsAltQtyEstimated,NetWgt,IsNetWgtEstimated,GrossWgt,IsGrossWgtEstimated,Cifvalue,Fobvalue,PrimaryValue,LegacyEstimationFlag,IsReported,IsAggregate
C,A,20180101,2018,52,2018,858,URY,Uruguay,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED), mounted piezo-electric crystals",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,11,FALSE,5,u,11,FALSE,2.7,FALSE,0,FALSE,,986,986,0,FALSE,TRUE
C,A,20180101,2018,52,2018,792,TUR,TŠéye,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,4809,FALSE,0,FALSE,0,229898,229898,2,FALSE,TRUE
C,A,20180101,2018,52,2018,804,UKR,Ukraine,X,Export,842,USA,USA,0,W00,World,H4,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,38.99,FALSE,,FALSE,,39708.24,39708.24,0,FALSE,TRUE
C,A,20180101,2018,52,2018,826,GBR,United Kingdom,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,233813.937,TRUE,0,FALSE,,158235181.4,158235181.4,0,FALSE,TRUE
C,A,20180101,2018,52,2018,834,TZA,United Rep. of Tanzania,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,32,FALSE,,FALSE,,37568.03,37568.03,0,FALSE,TRUE
C,A,20180101,2018,52,2018,858,URY,Uruguay,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,1047,FALSE,5,u,1047,FALSE,161.76,FALSE,0,FALSE,,34431,34431,0,FALSE,TRUE
C,A,20180101,2018,52,2018,894,ZMB,Zambia,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,FALSE,0,FALSE,,11.492,11.492,0,FALSE,TRUE
C,A,20190101,2019,52,2019,31,AZE,Azerbaijan,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED), mounted piezo-electric crystals",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,1,FALSE,5,u,1,FALSE,7.3,FALSE,0,FALSE,0,6752.8,6752.8,0,FALSE,TRUE
C,A,20190101,2019,52,2019,32,ARG,Argentina,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED), mounted piezo-electric crystals",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,1412,FALSE,5,u,1412,FALSE,32.24,FALSE,0,FALSE,,21732.43,21732.43,0,FALSE,TRUE
C,A,20190101,2019,52,2019,36,AUS,Australia,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED), mounted piezo-electric crystals",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,48478.455,TRUE,185941.68,FALSE,,7501490.902,7501490.902,6,FALSE,TRUE
C,A,20190101,2019,52,2019,40,AUT,Austria,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED), mounted piezo-electric crystals",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,33875,FALSE,0,FALSE,,6259383.579,6259383.579,2,FALSE,TRUE
C,A,20190101,2019,52,2019,44,BHS,Bahamas,X,Export,842,USA,USA,0,W00,World,H4,HS,TRUE,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,25.816,TRUE,0,FALSE,,259.999,259.999,4,FALSE,TRUE
C,A,20190101,2019,52,2019,51,ARM,Armenia,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED), mounted piezo-electric crystals",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,6,FALSE,5,u,6,FALSE,108,FALSE,0,FALSE,0,901.84,901.84,0,FALSE,TRUE
C,A,20190101,2019,52,2019,56,BEL,Belgium,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED), mounted piezo-electric crystals",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,13767.93,FALSE,0,FALSE,0,13265526.26,13265526.26,2,FALSE,TRUE
C,A,20190101,2019,52,2019,76,BRA,Brazil,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED), mounted piezo-electric crystals",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,20682.702,TRUE,0,FALSE,,746971,746971,6,FALSE,TRUE
C,A,20190101,2019,52,2019,100,BGR,Bulgaria,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED), mounted piezo-electric crystals",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,16084.261,TRUE,0,FALSE,,505757.415,505757.415,6,FALSE,TRUE
C,A,20190101,2019,52,2019,104,MMR,Myanmar,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED), mounted piezo-electric crystals",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,4604,FALSE,5,u,4604,FALSE,,FALSE,0,FALSE,,390205.75,390205.75,0,FALSE,TRUE
C,A,20190101,2019,52,2019,112,BLR,Belarus,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED), mounted piezo-electric crystals",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,332,FALSE,5,u,332,FALSE,10.685,TRUE,0,FALSE,,88300,88300,4,FALSE,TRUE
C,A,20190101,2019,52,2019,116,KHM,Cambodia,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED), mounted piezo-electric crystals",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,5830905.8,FALSE,0,FALSE,,18992679.41,18992679.41,2,FALSE,TRUE
C,A,20190101,2019,52,2019,24,AGO,Angola,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,253.32,FALSE,0,FALSE,,11213.839,11213.839,0,FALSE,TRUE
C,A,20190101,2019,52,2019,28,ATG,Antigua and Barbuda,X,Export,842,USA,USA,0,W00,World,H3,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,0.11,FALSE,8,kg,0.11,FALSE,0.11,FALSE,0,FALSE,,197.889,197.889,0,FALSE,TRUE
C,A,20190101,2019,52,2019,31,AZE,Azerbaijan,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,1,FALSE,5,u,1,FALSE,1,FALSE,0,FALSE,0,116.47,116.47,0,FALSE,TRUE
C,A,20190101,2019,52,2019,32,ARG,Argentina,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,14883,FALSE,5,u,14883,FALSE,1283.32,FALSE,0,FALSE,,310691.79,310691.79,0,FALSE,TRUE
C,A,20190101,2019,52,2019,36,AUS,Australia,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,9347.007,TRUE,14114.94,FALSE,,6729043.965,6729043.965,6,FALSE,TRUE
C,A,20190101,2019,52,2019,40,AUT,Austria,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,25329,FALSE,0,FALSE,,21882123.53,21882123.53,2,FALSE,TRUE
C,A,20190101,2019,52,2019,44,BHS,Bahamas,X,Export,842,USA,USA,0,W00,World,H4,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,1791.997,TRUE,0,FALSE,,11899.958,11899.958,4,FALSE,TRUE
C,A,20190101,2019,52,2019,52,BRB,Barbados,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,0,FALSE,0,FALSE,,32,32,0,FALSE,TRUE
C,A,20190101,2019,52,2019,56,BEL,Belgium,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,20873.9,FALSE,0,FALSE,0,39431200.06,39431200.06,2,FALSE,TRUE
C,A,20190101,2019,52,2019,60,BMU,Bermuda,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,1,FALSE,0,FALSE,,30000,30000,2,FALSE,TRUE
C,A,20190101,2019,52,2019,68,BOL,Bolivia (Plurinational State of),X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,307.17,FALSE,5,u,307.17,FALSE,456,FALSE,0,FALSE,0,54864.76,54864.76,0,FALSE,TRUE
C,A,20190101,2019,52,2019,76,BRA,Brazil,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,12871.931,TRUE,0,FALSE,,10505827,10505827,6,FALSE,TRUE
C,A,20190101,2019,52,2019,100,BGR,Bulgaria,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,32833,FALSE,0,FALSE,,35556866.39,35556866.39,2,FALSE,TRUE
C,A,20190101,2019,52,2019,112,BLR,Belarus,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,34,FALSE,5,u,34,FALSE,4,FALSE,0,FALSE,,4100,4100,0,FALSE,TRUE
C,A,20190101,2019,52,2019,116,KHM,Cambodia,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,3037.16,FALSE,0,FALSE,,390875.86,390875.86,2,FALSE,TRUE
C,A,20190101,2019,52,2019,124,CAN,Canada,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED), mounted piezo-electric crystals",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,0,FALSE,0,FALSE,0,124685586.4,124685586.4,0,FALSE,TRUE
C,A,20190101,2019,52,2019,144,LKA,Sri Lanka,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED), mounted piezo-electric crystals",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,0,TRUE,0,FALSE,0,7899.586,7899.586,4,FALSE,TRUE
C,A,20190101,2019,52,2019,152,CHL,Chile,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED), mounted piezo-electric crystals",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,2450,FALSE,5,u,2450,FALSE,0,FALSE,0,FALSE,0,138014.28,138014.28,0,FALSE,TRUE
C,A,20190101,2019,52,2019,156,CHN,China,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED), mounted piezo-electric crystals",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,82921322.61,TRUE,0,FALSE,0,732568507,732568507,4,FALSE,TRUE
C,A,20190101,2019,52,2019,170,COL,Colombia,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED), mounted piezo-electric crystals",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,5,u,254,FALSE,103.76,FALSE,0,FALSE,,6592.1,6592.1,0,FALSE,TRUE
C,A,20190101,2019,52,2019,188,CRI,Costa Rica,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED), mounted piezo-electric crystals",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,304.57,TRUE,0,FALSE,,170476.73,170476.73,6,FALSE,TRUE
C,A,20190101,2019,52,2019,191,HRV,Croatia,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED), mounted piezo-electric crystals",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,119751.615,TRUE,-1,N/A,0,FALSE,5953.622,FALSE,0,FALSE,,34854,34854,2,FALSE,TRUE
C,A,20190101,2019,52,2019,203,CZE,Czechia,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED), mounted piezo-electric crystals",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,26013.224,TRUE,0,FALSE,,8068137,8068137,6,FALSE,TRUE
C,A,20190101,2019,52,2019,208,DNK,Denmark,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED), mounted piezo-electric crystals",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,37713,FALSE,0,FALSE,0,22477414.91,22477414.91,2,FALSE,TRUE
C,A,20190101,2019,52,2019,214,DOM,Dominican Rep.,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED), mounted piezo-electric crystals",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,110755.242,TRUE,0,FALSE,,342629.856,342629.856,4,FALSE,TRUE
C,A,20190101,2019,52,2019,124,CAN,Canada,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,0,FALSE,0,FALSE,0,848231106.3,848231106.3,2,FALSE,TRUE
C,A,20190101,2019,52,2019,144,LKA,Sri Lanka,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,0,TRUE,0,FALSE,0,522731.999,522731.999,4,FALSE,TRUE
C,A,20190101,2019,52,2019,152,CHL,Chile,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,863.569,TRUE,0,FALSE,0,941062.578,941062.578,6,FALSE,TRUE
C,A,20190101,2019,52,2019,156,CHN,China,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,2898454.027,TRUE,0,FALSE,0,963127609,963127609,6,FALSE,TRUE
C,A,20190101,2019,52,2019,170,COL,Colombia,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,5,u,1283222,FALSE,4691.74,FALSE,0,FALSE,,1044900.93,1044900.93,0,FALSE,TRUE
C,A,20190101,2019,52,2019,188,CRI,Costa Rica,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,268100.745,TRUE,0,FALSE,,33228100.32,33228100.32,6,FALSE,TRUE
C,A,20190101,2019,52,2019,191,HRV,Croatia,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,634.55,FALSE,0,FALSE,,894070,894070,2,FALSE,TRUE
C,A,20190101,2019,52,2019,196,CYP,Cyprus,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,4,FALSE,8,kg,4,FALSE,4,FALSE,0,FALSE,0,1233.545,1233.545,0,FALSE,TRUE
C,A,20190101,2019,52,2019,203,CZE,Czechia,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,8319.602,TRUE,0,FALSE,,35768433,35768433,6,FALSE,TRUE
C,A,20190101,2019,52,2019,208,DNK,Denmark,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,56497,FALSE,0,FALSE,0,13612115.52,13612115.52,2,FALSE,TRUE
C,A,20190101,2019,52,2019,212,DMA,Dominica,X,Export,842,USA,USA,0,W00,World,H3,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,25,FALSE,0,FALSE,,111.109,111.109,0,FALSE,TRUE
C,A,20190101,2019,52,2019,214,DOM,Dominican Rep.,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,160466.027,TRUE,0,FALSE,,3654017.726,3654017.726,6,FALSE,TRUE
C,A,20190101,2019,52,2019,218,ECU,Ecuador,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED), mounted piezo-electric crystals",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,20.603,FALSE,0,FALSE,0,8766.4,8766.4,2,FALSE,TRUE
C,A,20190101,2019,52,2019,222,SLV,El Salvador,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED), mounted piezo-electric crystals",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,746,FALSE,0,FALSE,0,1560,1560,2,FALSE,TRUE
C,A,20190101,2019,52,2019,233,EST,Estonia,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED), mounted piezo-electric crystals",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,136.8,FALSE,0,FALSE,0,48844.15,48844.15,2,FALSE,TRUE
C,A,20190101,2019,52,2019,242,FJI,Fiji,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED), mounted piezo-electric crystals",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,10,FALSE,5,u,10,FALSE,182.517,TRUE,0,FALSE,0,45553.173,45553.173,4,FALSE,TRUE
C,A,20190101,2019,52,2019,246,FIN,Finland,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED), mounted piezo-electric crystals",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,1577.782,TRUE,0,FALSE,,3256451.341,3256451.341,6,FALSE,TRUE
C,A,20190101,2019,52,2019,251,FRA,France,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED), mounted piezo-electric crystals",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,1090055.748,TRUE,0,FALSE,,38653955.49,38653955.49,6,FALSE,TRUE
C,A,20190101,2019,52,2019,268,GEO,Georgia,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED), mounted piezo-electric crystals",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,286,FALSE,5,u,286,FALSE,6177.6,FALSE,0,FALSE,,39937.84,39937.84,0,FALSE,TRUE
C,A,20190101,2019,52,2019,218,ECU,Ecuador,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,156.12,FALSE,0,FALSE,0,87154.05,87154.05,2,FALSE,TRUE
C,A,20190101,2019,52,2019,222,SLV,El Salvador,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,568.25,FALSE,0,FALSE,0,109309.9,109309.9,2,FALSE,TRUE
C,A,20190101,2019,52,2019,231,ETH,Ethiopia,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,34,FALSE,0,FALSE,0,15.26,15.26,2,FALSE,TRUE
C,A,20190101,2019,52,2019,233,EST,Estonia,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,578.2,FALSE,0,FALSE,0,1852473.87,1852473.87,2,FALSE,TRUE
C,A,20190101,2019,52,2019,242,FJI,Fiji,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,0,TRUE,0,FALSE,0,25738.309,25738.309,6,FALSE,TRUE
C,A,20190101,2019,52,2019,246,FIN,Finland,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,1496.226,TRUE,0,FALSE,,1703798.285,1703798.285,6,FALSE,TRUE
C,A,20190101,2019,52,2019,251,FRA,France,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,248933.518,TRUE,0,FALSE,,442544128.2,442544128.2,6,FALSE,TRUE
